position,player,team,age,total_value,avg_year,total_guaranteed,fully_guaranteed,free_agency,MAX,MIN,sum,sumif,sumifs,If,ifs,len,left,right,trim,concatenate,substitute,substitute,xlookup,vlookup
safety,Shawn Williams,Bengals,28,19500000,4875000,4000000,4000000,2021 UFA,,,,,,Young,#N/A,14,Shawn ,ngals,Shawn Williams,Cardinals - D.J. Swearinger,Cardinals - D.J. Swearinger,,,
safety,D.J. Swearinger,Cardinals,28,13500000,4500000,9000000,6000000,2020 UFA,,,,,,Young,#N/A,15,D.J. S,inals,D.J. Swearinger,Seahawks - Bradley McDougald,Seahawks - Bradley McDougald,,,
safety,Bradley McDougald,Seahawks,29,13500000,4500000,6500000,5500000,2021 UFA,,,,,,Young,#N/A,17,Bradle,hawks,Bradley McDougald,Patriots - Duron Harmon,Patriots - Duron Harmon,,,
safety,Duron Harmon,Patriots,28,17000000,4250000,6500000,6500000,2021 UFA,,,,,,Young,#N/A,12,Duron ,riots,Duron Harmon,Giants - Eli Manning,Giants - Eli Manning,,,
quarterback,Eli Manning,Giants,38,84000000,21000000,65000000,36500000,2020 UFA,,,,,,old,#N/A,11,Eli Ma,iants,Eli Manning,Chargers - Philip Rivers,Chargers - Philip Rivers,,,
quarterback,Philip Rivers,Chargers,38,83250000,20812500,65000000,37500000,2020 UFA,,,,,,old,#N/A,13,Philip,rgers,Philip Rivers,Panthers - Cam Newton,Panthers - Cam Newton,,,
quarterback,Cam Newton,Panthers,30,103800000,20760000,60000000,41000000,2021 UFA,,,,,,Young,Thirty,10,Cam Ne,thers,Cam Newton,Patriots - Tom Brady,Patriots - Tom Brady,,,
quarterback,Tom Brady,Patriots,42,41000000,20500000,30000000,28000000,2020 UFA,,,,,,old,#N/A,9,Tom Br,riots,Tom Brady,Bengals - Andy Dalton,Bengals - Andy Dalton,,,
quarterback,Andy Dalton,Bengals,32,96000000,16000000,17000000,17000000,2021 UFA,,,,,,old,#N/A,11,Andy D,ngals,Andy Dalton,Cardinals - Kyler Murray,Cardinals - Kyler Murray,,,
quarterback,Kyler Murray,Cardinals,0,35158644,8789661,35158644,35158644,2023 UFA,,,,,,Young,#N/A,12,Kyler ,inals,Kyler Murray,Texans - Trevor Daniel,Texans - Trevor Daniel,,,
punter,Trevor Daniel,Texans,25,1712000,570667,12000,12000,2021 RFA,,,,,,Young,#N/A,13,Trevor,exans,Trevor Daniel,Titans - Austin Barnard,Titans - Austin Barnard,,,
punter,Austin Barnard,Titans,24,1712000,570667,2000,2000,2021 RFA,,,,,,Young,#N/A,14,Austin,itans,Austin Barnard,Broncos - Colby Wadman,Broncos - Colby Wadman,,,
punter,Colby Wadman,Broncos,24,1710000,570000,0,0,2021 RFA,,,,,,Young,#N/A,12,Colby ,oncos,Colby Wadman,Bills - Corey Bojorquez,Bills - Corey Bojorquez,,,
punter,Corey Bojorquez,Bills,23,1710000,570000,0,0,2021 RFA,,,,,,Young,#N/A,15,Corey ,Bills,Corey Bojorquez,Colts - Rigoberto Sanchez,Colts - Rigoberto Sanchez,,,
punter,Rigoberto Sanchez,Colts,25,1677000,559000,12000,12000,2020 RFA,,,,,,Young,#N/A,17,Rigobe,Colts,Rigoberto Sanchez,Dolphins - Matt Haack,Dolphins - Matt Haack,,,
punter,Matt Haack,Dolphins,25,1669000,556333,4000,4000,2020 RFA,,,,,,Young,#N/A,10,Matt H,phins,Matt Haack,Cowboys - Kasey Redfern,Cowboys - Kasey Redfern,,,
punter,Kasey Redfern,Cowboys,28,1080000,540000,0,0,2021 RFA,,,,,,Young,#N/A,13,Kasey ,wboys,Kasey Redfern,49ers - Tevin Coleman,49ers - Tevin Coleman,,,
running-back,Tevin Coleman,49ers,26,8500000,4250000,5250000,3250000,2021 UFA,,,,,,Young,#N/A,13,Tevin ,49ers,Tevin Coleman,Patriots - James White,Patriots - James White,,,
running-back,James White,Patriots,27,12000000,4000000,4690000,4690000,2021 UFA,,,,,,Young,#N/A,11,James ,riots,James White,Lions - Theo Riddick,Lions - Theo Riddick,,,
running-back,Theo Riddick,Lions,28,11550000,3850000,3850000,3850000,2020 UFA,,,,,,Young,#N/A,12,Theo R,Lions,Theo Riddick,Saints - Latavius Murray,Saints - Latavius Murray,,,
running-back,Latavius Murray,Saints,29,14400000,3600000,7200000,7200000,2023 UFA,,,,,,Young,#N/A,15,Latavi,aints,Latavius Murray,Redskins - Chris Thompson,Redskins - Chris Thompson,,,
running-back,Chris Thompson,Redskins,29,7000000,3500000,6496000,4500000,2020 UFA,,,,,,Young,#N/A,14,Chris ,skins,Chris Thompson,Titans - Daren Bates,Titans - Daren Bates,,,
inside-linebacker,Daren Bates,Titans,29,6000000,2000000,1000000,1000000,2020 UFA,,,,,,Young,#N/A,11,Daren ,itans,Daren Bates,Eagles - L.J. Fort,Eagles - L.J. Fort,,,
inside-linebacker,L.J. Fort,Eagles,29,5500000,1833333,1900000,1900000,2022 UFA,,,,,,Young,#N/A,9,L.J. F,agles,L.J. Fort,Lions - Jahlani Tavai,Lions - Jahlani Tavai,,,
inside-linebacker,Jahlani Tavai,Lions,0,6893968,1723492,4337158,4337158,2023 UFA,,,,,,Young,#N/A,13,Jahlan,Lions,Jahlani Tavai,Cowboys - Jaylon Smith,Cowboys - Jaylon Smith,,,
inside-linebacker,Jaylon Smith,Cowboys,24,6494972,1623743,4523682,4523682,2020 RFA,,,,,,Young,#N/A,12,Jaylon,wboys,Jaylon Smith,49ers - Mark Nzeocha,49ers - Mark Nzeocha,,,
inside-linebacker,Mark Nzeocha,49ers,29,4750000,1583333,1925000,1250000,2022 UFA,,,,,,Young,#N/A,12,Mark N,49ers,Mark Nzeocha,Chargers - Nick Dzubnar,Chargers - Nick Dzubnar,,,
inside-linebacker,Nick Dzubnar,Chargers,28,3050000,1525000,795000,795000,2020 UFA,,,,,,Young,#N/A,12,Nick D,rgers,Nick Dzubnar,Jets - Neal Sterling,Jets - Neal Sterling,,,
tight-end,Neal Sterling,Jets,27,895000,895000,150000,150000,2020 UFA,,,,,,Young,#N/A,13,Neal S,Jets,Neal Sterling,Packers - Jace Sternberger,Packers - Jace Sternberger,,,
tight-end,Jace Sternberger,Packers,0,3555820,888955,0,0,2020 ERFA,,,,,,Young,#N/A,16,Jace S,ckers,Jace Sternberger,Ravens - Mark Andrews,Ravens - Mark Andrews,,,
tight-end,Mark Andrews,Ravens,23,3453160,863290,836660,836660,2022 UFA,,,,,,Young,#N/A,12,Mark A,avens,Mark Andrews,Bills - Dawson Knox,Bills - Dawson Knox,,,
tight-end,Dawson Knox,Bills,0,3356784,839196,0,0,2020 ERFA,,,,,,Young,#N/A,11,Dawson,Bills,Dawson Knox,Texans - Jordan Akins,Texans - Jordan Akins,,,
tight-end,Jordan Akins,Texans,27,3323516,830879,761516,761516,2022 UFA,,,,,,Young,#N/A,12,Jordan,exans,Jordan Akins,Jets - Trevon Wesco,Jets - Trevon Wesco,,,
tight-end,Trevon Wesco,Jets,0,3226572,806643,706572,706572,2023 UFA,,,,,,Young,#N/A,12,Trevon,Jets,Trevon Wesco,Browns - Orson Charles,Browns - Orson Charles,,,
tight-end,Orson Charles,Browns,28,805000,805000,0,0,2020 UFA,,,,,,Young,#N/A,13,Orson ,rowns,Orson Charles,Cardinals - Maxx Williams,Cardinals - Maxx Williams,,,
tight-end,Maxx Williams,Cardinals,25,805000,805000,250000,250000,2020 UFA,,,,,,Young,#N/A,13,Maxx W,inals,Maxx Williams,Steelers - Devin Bush,Steelers - Devin Bush,,,
traditional-linebacker,Devin Bush,Steelers,0,18871768,4717942,18871768,18871768,2023 UFA,,,,,,Young,#N/A,10,Devin ,elers,Devin Bush,Bears - Roquan Smith,Bears - Roquan Smith,,,
traditional-linebacker,Roquan Smith,Bears,22,18477166,4619292,18477166,18477166,2022 UFA,,,,,,Young,#N/A,12,Roquan,Bears,Roquan Smith,Seahawks - Mychal Kendricks,Seahawks - Mychal Kendricks,,,
traditional-linebacker,Mychal Kendricks,Seahawks,29,4500000,4500000,0,0,2020 UFA,,,,,,Young,#N/A,16,Mychal,hawks,Mychal Kendricks,Buccaneers - Shaquil Barrett,Buccaneers - Shaquil Barrett,,,
traditional-linebacker,Shaquil Barrett,Buccaneers,27,4000000,4000000,3000000,3000000,2020 UFA,,,,,,Young,#N/A,15,Shaqui,neers,Shaquil Barrett,Jaguars - Jake Ryan,Jaguars - Jake Ryan,,,
traditional-linebacker,Jake Ryan,Jaguars,27,8000000,4000000,1000000,1000000,2021 UFA,,,,,,Young,#N/A,9,Jake R,guars,Jake Ryan,Patriots - Devin McCourty,Patriots - Devin McCourty,,,
defensive-back,Devin McCourty,Patriots,32,47500000,9500000,28500000,22000000,2020 UFA,,,,,,old,#N/A,14,Devin ,riots,Devin McCourty,49ers - Richard Sherman,49ers - Richard Sherman,,,
defensive-back,Richard Sherman,49ers,31,27150000,9050000,3000000,3000000,2021 UFA,,,,,,old,#N/A,15,Richar,49ers,Richard Sherman,Lions - Justin Coleman,Lions - Justin Coleman,,,
defensive-back,Justin Coleman,Lions,26,36000000,9000000,19000000,16000000,2023 Void,,,,,,Young,#N/A,14,Justin,Lions,Justin Coleman,Steelers - Joe Haden,Steelers - Joe Haden,,,
defensive-back,Joe Haden,Steelers,30,27000000,9000000,5750000,5750000,2020 UFA,,,,,,Young,Thirty,9,Joe Ha,elers,Joe Haden,Bears - Prince Amukamara,Bears - Prince Amukamara,,,
defensive-back,Prince Amukamara,Bears,30,27000000,9000000,18000000,18000000,2021 UFA,,,,,,Young,Thirty,16,Prince,Bears,Prince Amukamara,Packers - Adrian Amos,Packers - Adrian Amos,,,
defensive-back,Adrian Amos,Packers,26,36000000,9000000,12000000,12000000,2023 UFA,,,,,,Young,#N/A,11,Adrian,ckers,Adrian Amos,Eagles - Malcolm Jenkins,Eagles - Malcolm Jenkins,,,
defensive-back,Malcolm Jenkins,Eagles,32,35000000,8750000,21000000,16000000,2021 Void,,,,,,old,#N/A,15,Malcol,agles,Malcolm Jenkins,Falcons - John Cominsky,Falcons - John Cominsky,,,
4-3-defensive-end,John Cominsky,Falcons,0,3008392,752098,488392,488392,2023 UFA,,,,,,Young,#N/A,13,John C,lcons,John Cominsky,Eagles - Shareef Miller,Eagles - Shareef Miller,,,
4-3-defensive-end,Shareef Miller,Eagles,0,3008392,752098,488392,488392,2023 UFA,,,,,,Young,#N/A,14,Sharee,agles,Shareef Miller,Patriots - Deatrich Wise,Patriots - Deatrich Wise,,,
4-3-defensive-end,Deatrich Wise,Patriots,25,2980560,745140,580560,580560,2021 UFA,,,,,,Young,#N/A,13,Deatri,riots,Deatrich Wise,Cowboys - Randy Gregory,Cowboys - Randy Gregory,,,
4-3-defensive-end,Randy Gregory,Cowboys,27,735000,735000,310000,310000,2021 UFA,,,,,,Young,#N/A,13,Randy ,wboys,Randy Gregory,Falcons - Ra’Shede Hageman,Falcons - RaaShede Hageman,,,
4-3-defensive-end,Ra’Shede Hageman,Falcons,29,735000,735000,15000,15000,2020 UFA,,,,,,Young,#N/A,18,Ra’S,lcons,Ra’Shede Hageman,Seahawks - Branden Jackson,Seahawks - Branden Jackson,,,
4-3-defensive-end,Branden Jackson,Seahawks,27,720000,720000,0,0,2020 RFA,,,,,,Young,#N/A,15,Brande,hawks,Branden Jackson,Cowboys - Joe Jackson,Cowboys - Joe Jackson,,,
4-3-defensive-end,Joe Jackson,Cowboys,0,2806784,701696,286784,286784,2023 UFA,,,,,,Young,#N/A,11,Joe Ja,wboys,Joe Jackson,Colts - Jihad Ward,Colts - Jihad Ward,,,
4-3-defensive-end,Jihad Ward,Colts,25,1350000,675000,0,0,2020 UFA,,,,,,Young,#N/A,10,Jihad ,Colts,Jihad Ward,Texans - D.J. Coker,Texans - D.J. Coker,,,
left-tackle,D.J. Coker,Texans,22,1760000,586667,13000,13000,2022 RFA,,,,,,Young,#N/A,10,D.J. C,exans,D.J. Coker,Cowboys - Brandon Knight,Cowboys - Brandon Knight,,,
left-tackle,Brandon Knight,Cowboys,2020,1760000,586667,55000,55000,2022 RFA,,,,,,old,#N/A,14,Brando,wboys,Brandon Knight,Jets - Calvin Anderson,Jets - Calvin Anderson,,,
left-tackle,Calvin Anderson,Jets,23,1760000,586667,30000,30000,2022 RFA,,,,,,Young,#N/A,15,Calvin,Jets,Calvin Anderson,Jaguars - Donnell Greene,Jaguars - Donnell Greene,,,
left-tackle,Donnell Greene,Jaguars,2020,1760000,586667,5000,5000,2022 RFA,,,,,,old,#N/A,14,Donnel,guars,Donnell Greene,Ravens - Marcus Applefield,Ravens - Marcus Applefield,,,
left-tackle,Marcus Applefield,Ravens,24,1758000,586000,3000,3000,2022 RFA,,,,,,Young,#N/A,17,Marcus,avens,Marcus Applefield,Browns - Brian Fineanganofo,Browns - Brian Fineanganofo,,,
left-tackle,Brian Fineanganofo,Browns,24,1758000,586000,3000,3000,2022 RFA,,,,,,Young,#N/A,18,Brian ,rowns,Brian Fineanganofo,Raiders - Tyler Roemer,Raiders - Tyler Roemer,,,
left-tackle,Tyler Roemer,Raiders,21,1757500,585833,2500,2500,2022 RFA,,,,,,Young,#N/A,12,Tyler ,iders,Tyler Roemer,Texans - Zach Fulton,Texans - Zach Fulton,,,
offensive-line,Zach Fulton,Texans,28,28000000,7000000,13000000,13000000,2022 UFA,,,,,,Young,#N/A,11,Zach F,exans,Zach Fulton,Packers - Billy Turner,Packers - Billy Turner,,,
offensive-line,Billy Turner,Packers,28,28000000,7000000,9000000,9000000,2023 UFA,,,,,,Young,#N/A,12,Billy ,ckers,Billy Turner,Packers - Bryan Bulaga,Packers - Bryan Bulaga,,,
offensive-line,Bryan Bulaga,Packers,30,33750000,6750000,8000000,8000000,2020 UFA,,,,,,Young,Thirty,12,Bryan ,ckers,Bryan Bulaga,Chiefs - Mitchell Schwartz,Chiefs - Mitchell Schwartz,,,
offensive-line,Mitchell Schwartz,Chiefs,30,33000000,6600000,15000000,12660000,2021 UFA,,,,,,Young,Thirty,17,Mitche,hiefs,Mitchell Schwartz,Browns - Greg Robinson,Browns - Greg Robinson,,,
offensive-line,Greg Robinson,Browns,27,6500000,6500000,500000,500000,2020 UFA,,,,,,Young,#N/A,13,Greg R,rowns,Greg Robinson,Chiefs - Tanoh Kpassagnon,Chiefs - Tanoh Kpassagnon,,,
edge-rusher,Tanoh Kpassagnon,Chiefs,25,4321218,1080305,2303296,2303296,2021 UFA,,,,,,Young,#N/A,16,Tanoh ,hiefs,Tanoh Kpassagnon,Cardinals - Zach Allen,Cardinals - Zach Allen,,,
edge-rusher,Zach Allen,Cardinals,0,4293762,1073441,1142736,1142736,2023 UFA,,,,,,Young,#N/A,10,Zach A,inals,Zach Allen,Jets - Jachai Polite,Jets - Jachai Polite,,,
edge-rusher,Jachai Polite,Jets,0,4265902,1066476,1122472,1122472,2023 UFA,,,,,,Young,#N/A,13,Jachai,Jets,Jachai Polite,Ravens - Pernell McPhee,Ravens - Pernell McPhee,,,
edge-rusher,Pernell McPhee,Ravens,31,1030000,1030000,100000,100000,2020 UFA,,,,,,old,#N/A,14,Pernel,avens,Pernell McPhee,Giants - Lorenzo Carter,Giants - Lorenzo Carter,,,
edge-rusher,Lorenzo Carter,Giants,24,4083482,1020871,1049804,1049804,2022 UFA,,,,,,Young,#N/A,14,Lorenz,iants,Lorenzo Carter,Browns - Chad Thomas,Browns - Chad Thomas,,,
edge-rusher,Chad Thomas,Browns,24,4082294,1020574,0,0,2022 UFA,,,,,,Young,#N/A,11,Chad T,rowns,Chad Thomas,Cowboys - Kerry Hyder,Cowboys - Kerry Hyder,,,
edge-rusher,Kerry Hyder,Cowboys,28,1000000,1000000,300000,300000,2020 UFA,,,,,,Young,#N/A,11,Kerry ,wboys,Kerry Hyder,49ers - Ross Reynolds,49ers - Ross Reynolds,,,
right-guard,Ross Reynolds,49ers,24,1757000,585667,35000,35000,2022 RFA,,,,,,Young,#N/A,13,Ross R,49ers,Ross Reynolds,Giants - Austin Droogsma,Giants - Austin Droogsma,,,
right-guard,Austin Droogsma,Giants,24,1755500,585167,500,500,2022 RFA,,,,,,Young,#N/A,15,Austin,iants,Austin Droogsma,Jaguars - Jordan Agasiva,Jaguars - Jordan Agasiva,,,
right-guard,Jordan Agasiva,Jaguars,22,1755000,585000,0,0,2022 RFA,,,,,,Young,#N/A,14,Jordan,guars,Jordan Agasiva,Lions - Micah St. Andrew,Lions - Micah St. Andrew,,,
right-guard,Micah St. Andrew,Lions,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,16,Micah ,Lions,Micah St. Andrew,Ravens - Patrick Vahe,Ravens - Patrick Vahe,,,
right-guard,Patrick Vahe,Ravens,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,12,Patric,avens,Patrick Vahe,Chargers - Chris Brown,Chargers - Chris Brown,,,
right-guard,Chris Brown,Chargers,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,11,Chris ,rgers,Chris Brown,Chargers - Koda Martin,Chargers - Koda Martin,,,
right-guard,Koda Martin,Chargers,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,11,Koda M,rgers,Koda Martin,Broncos - Ryan Crozier,Broncos - Ryan Crozier,,,
center,Ryan Crozier,Broncos,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,12,Ryan C,oncos,Ryan Crozier,Buccaneers - Nate Trewyn,Buccaneers - Nate Trewyn,,,
center,Nate Trewyn,Buccaneers,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,11,Nate T,neers,Nate Trewyn,Chargers - Tanner Volson,Chargers - Tanner Volson,,,
center,Tanner Volson,Chargers,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,13,Tanner,rgers,Tanner Volson,Eagles - Keegan Render,Eagles - Keegan Render,,,
center,Keegan Render,Eagles,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,13,Keegan,agles,Keegan Render,Rams - Brandon Hitner,Rams - Brandon Hitner,,,
center,Brandon Hitner,Rams,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,14,Brando,Rams,Brandon Hitner,Rams - Vitas Hrynkiewicz,Rams - Vitas Hrynkiewicz,,,
center,Vitas Hrynkiewicz,Rams,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,17,Vitas ,Rams,Vitas Hrynkiewicz,Steelers - Daniel McCullers,Steelers - Daniel McCullers,,,
interior-defensive-line,Daniel McCullers,Steelers,27,2750000,1375000,250000,250000,2021 UFA,,,,,,Young,#N/A,16,Daniel,elers,Daniel McCullers,Panthers - Kyle Love,Panthers - Kyle Love,,,
interior-defensive-line,Kyle Love,Panthers,33,1350000,1350000,200000,200000,2020 UFA,,,,,,old,#N/A,9,Kyle L,thers,Kyle Love,Lions - A’Shawn Robinson,Lions - AaShawn Robinson,,,
interior-defensive-line,A’Shawn Robinson,Lions,24,5233638,1308410,3144173,3144173,2020 UFA,,,,,,Young,#N/A,18,A’Sh,Lions,A’Shawn Robinson,Broncos - DeMarcus Walker,Broncos - DeMarcus Walker,,,
interior-defensive-line,DeMarcus Walker,Broncos,25,5073852,1268463,2990702,2990702,2021 UFA,,,,,,Young,#N/A,15,DeMarc,oncos,DeMarcus Walker,Titans - Brent Urban,Titans - Brent Urban,,,
interior-defensive-line,Brent Urban,Titans,28,1250000,1250000,250000,250000,2020 UFA,,,,,,Young,#N/A,11,Brent ,itans,Brent Urban,Bills - Julian Stanford,Bills - Julian Stanford,,,
linebacker,Julian Stanford,Bills,29,3000000,1500000,550000,550000,2020 UFA,,,,,,Young,#N/A,15,Julian,Bills,Julian Stanford,Chiefs - Reggie Ragland,Chiefs - Reggie Ragland,,,
linebacker,Reggie Ragland,Chiefs,26,5841370,1460343,3613785,3613785,2020 UFA,,,,,,Young,#N/A,14,Reggie,hiefs,Reggie Ragland,Chargers - Uchenna Nwosu,Chargers - Uchenna Nwosu,,,
linebacker,Uchenna Nwosu,Chargers,23,5759578,1439895,3490583,3490583,2022 UFA,,,,,,Young,#N/A,13,Uchenn,rgers,Uchenna Nwosu,Titans - Kamalei Correa,Titans - Kamalei Correa,,,
linebacker,Kamalei Correa,Titans,25,5749638,1437410,3542903,3542903,2020 UFA,,,,,,Young,#N/A,14,Kamale,itans,Kamalei Correa,Ravens - Tyus Bowser,Ravens - Tyus Bowser,,,
linebacker,Tyus Bowser,Ravens,24,5575506,1393877,3378326,3378326,2021 UFA,,,,,,Young,#N/A,11,Tyus B,avens,Tyus Bowser,Raiders - Kyle Wilber,Raiders - Kyle Wilber,,,
linebacker,Kyle Wilber,Raiders,30,2750000,1375000,1400000,1400000,2020 UFA,,,,,,Young,Thirty,11,Kyle W,iders,Kyle Wilber,49ers - Malcolm Smith,49ers - Malcolm Smith,,,
linebacker,Malcolm Smith,49ers,30,1350000,1350000,1000000,0,2020 UFA,,,,,,Young,Thirty,13,Malcol,49ers,Malcolm Smith,Titans - Braxton Hoyett,Titans - Braxton Hoyett,,,
4-3-defensive-tackle,Braxton Hoyett,Titans,25,1767500,589167,25000,25000,2022 RFA,,,,,,Young,#N/A,14,Braxto,itans,Braxton Hoyett,Titans - Isaiah Mack,Titans - Isaiah Mack,,,
4-3-defensive-tackle,Isaiah Mack,Titans,23,1767500,589167,27500,27500,2022 RFA,,,,,,Young,#N/A,11,Isaiah,itans,Isaiah Mack,49ers - Kevin Givens,49ers - Kevin Givens,,,
4-3-defensive-tackle,Kevin Givens,49ers,22,1767000,589000,37000,37000,2022 RFA,,,,,,Young,#N/A,12,Kevin ,49ers,Kevin Givens,Cowboys - Daniel Wise,Cowboys - Daniel Wise,,,
4-3-defensive-tackle,Daniel Wise,Cowboys,2020,1765000,588333,100000,100000,2022 RFA,,,,,,old,#N/A,11,Daniel,wboys,Daniel Wise,Cowboys - Ricky Walker,Cowboys - Ricky Walker,,,
4-3-defensive-tackle,Ricky Walker,Cowboys,2020,1760000,586667,50000,50000,2022 RFA,,,,,,old,#N/A,12,Ricky ,wboys,Ricky Walker,Seahawks - Jay-Tee Tiuli,Seahawks - Jay-Tee Tiuli,,,
4-3-defensive-tackle,Jay-Tee Tiuli,Seahawks,23,1758000,586000,3000,3000,2022 RFA,,,,,,Young,#N/A,13,Jay-Te,hawks,Jay-Tee Tiuli,Vikings - Tito Odenigbo,Vikings - Tito Odenigbo,,,
4-3-defensive-tackle,Tito Odenigbo,Vikings,23,1757500,585833,2500,2500,2022 RFA,,,,,,Young,#N/A,13,Tito O,kings,Tito Odenigbo,Saints - Mario Edwards,Saints - Mario Edwards,,,
defensive-line,Mario Edwards,Saints,25,470000,2350000,950000,950000,2021 UFA,,,,,,Young,#N/A,13,Mario ,aints,Mario Edwards,Packers - Kenny Clark,Packers - Kenny Clark,,,
defensive-line,Kenny Clark,Packers,24,9361642,2340411,7635055,7635055,2021 UFA,,,,,,Young,#N/A,11,Kenny ,ckers,Kenny Clark,Eagles - Vinny Curry,Eagles - Vinny Curry,,,
defensive-line,Vinny Curry,Eagles,31,2250000,2250000,2000000,2000000,2020 UFA,,,,,,old,#N/A,11,Vinny ,agles,Vinny Curry,Cardinals - Robert Nkemdiche,Cardinals - Robert Nkemdiche,,,
defensive-line,Robert Nkemdiche,Cardinals,25,8600592,2150148,6977784,6977784,2020 UFA,,,,,,Young,#N/A,16,Robert,inals,Robert Nkemdiche,Panthers - Vernon Butler,Panthers - Vernon Butler,,,
defensive-line,Vernon Butler,Panthers,25,8396516,2099129,6801536,6801536,2020 UFA,,,,,,Young,#N/A,13,Vernon,thers,Vernon Butler,Titans - Aaron Stinnie,Titans - Aaron Stinnie,,,
left-guard,Aaron Stinnie,Titans,25,1715000,571667,5000,5000,2021 RFA,,,,,,Young,#N/A,13,Aaron ,itans,Aaron Stinnie,Rams - Jamil Demby,Rams - Jamil Demby,,,
left-guard,Jamil Demby,Rams,23,1710000,570000,0,0,2021 ERFA,,,,,,Young,#N/A,11,Jamil ,Rams,Jamil Demby,Giants - Chad Slade,Giants - Chad Slade,,,
left-guard,Chad Slade,Giants,27,570000,570000,0,0,2020 ERFA,,,,,,Young,#N/A,10,Chad S,iants,Chad Slade,Seahawks - Jordan Simmons,Seahawks - Jordan Simmons,,,
left-guard,Jordan Simmons,Seahawks,25,570000,570000,0,0,2020 ERFA,,,,,,Young,#N/A,14,Jordan,hawks,Jordan Simmons,Rams - Aaron Neary,Rams - Aaron Neary,,,
left-guard,Aaron Neary,Rams,27,570000,570000,0,0,2020 ERFA,,,,,,Young,#N/A,11,Aaron ,Rams,Aaron Neary,Jaguars - Brandon Thomas,Jaguars - Brandon Thomas,,,
left-guard,Brandon Thomas,Jaguars,28,1125000,562500,0,0,2020 ERFA,,,,,,Young,#N/A,14,Brando,guars,Brandon Thomas,Buccaneers - Cole Boozer,Buccaneers - Cole Boozer,,,
left-guard,Cole Boozer,Buccaneers,0,1080000,540000,0,0,2021 ERFA,,,,,,Young,#N/A,11,Cole B,neers,Cole Boozer,Browns - Austin Seibert,Browns - Austin Seibert,,,
kicker,Austin Seibert,Browns,0,2780456,695114,260456,260456,2023 UFA,,,,,,Young,#N/A,14,Austin,rowns,Austin Seibert,Chiefs - Harrison Butker,Chiefs - Harrison Butker,,,
kicker,Harrison Butker,Chiefs,24,645000,645000,0,0,2020 RFA,,,,,,Young,#N/A,15,Harris,hiefs,Harrison Butker,Eagles - Jake Elliott,Eagles - Jake Elliott,,,
kicker,Jake Elliott,Eagles,24,645000,645000,0,0,2020 RFA,,,,,,Young,#N/A,12,Jake E,agles,Jake Elliott,Giants - Aldrick Rosas,Giants - Aldrick Rosas,,,
kicker,Aldrick Rosas,Giants,25,645000,645000,0,0,2020 RFA,,,,,,Young,#N/A,13,Aldric,iants,Aldrick Rosas,Dolphins - Jason Sanders,Dolphins - Jason Sanders,,,
kicker,Jason Sanders,Dolphins,24,2551200,637800,91200,91200,2022 UFA,,,,,,Young,#N/A,13,Jason ,phins,Jason Sanders,Falcons - Giorgio Tavecchio,Falcons - Giorgio Tavecchio,,,
kicker,Giorgio Tavecchio,Falcons,29,1200000,600000,0,0,2020 RFA,,,,,,Young,#N/A,17,Giorgi,lcons,Giorgio Tavecchio,Cardinals - Zane Gonzalez,Cardinals - Zane Gonzalez,,,
kicker,Zane Gonzalez,Cardinals,24,1200000,600000,0,0,2020 RFA,,,,,,Young,#N/A,13,Zane G,inals,Zane Gonzalez,Colts - Devin Funchess,Colts - Devin Funchess,,,
wide-receiver,Devin Funchess,Colts,25,10000000,10000000,7000000,7000000,2020 UFA,,,,,,Young,#N/A,14,Devin ,Colts,Devin Funchess,Jets - Jamison Crowder,Jets - Jamison Crowder,,,
wide-receiver,Jamison Crowder,Jets,26,28500000,9500000,17000000,17000000,2022 UFA,,,,,,Young,#N/A,15,Jamiso,Jets,Jamison Crowder,Giants - Golden Tate,Giants - Golden Tate,,,
wide-receiver,Golden Tate,Giants,31,37500000,9375000,22950000,22950000,2023 UFA,,,,,,old,#N/A,11,Golden,iants,Golden Tate,Jets - Quincy Enunwa,Jets - Quincy Enunwa,,,
wide-receiver,Quincy Enunwa,Jets,27,36000000,9000000,20250000,9171412,2023 UFA,,,,,,Young,#N/A,13,Quincy,Jets,Quincy Enunwa,Eagles - DeSean Jackson,Eagles - DeSean Jackson,,,
wide-receiver,DeSean Jackson,Eagles,33,27000000,9000000,15000000,13000000,2022 Void,,,,,,old,#N/A,14,DeSean,agles,DeSean Jackson,Broncos - George Aston,Broncos - George Aston,,,
fullback,George Aston,Broncos,23,1757000,585667,10000,10000,2022 RFA,,,,,,Young,#N/A,12,George,oncos,George Aston,Patriots - Jakob Johnson,Patriots - Jakob Johnson,,,
